SMILES,CHEMBL_ID,IC50(nM)
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CN(C(=O)C4)c5ccc(cn5)C#N,3622104,1800
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4)c5ccc(cn5)C#N,3622105,2400
COCc1cnc(nc1)N2CCC(CC2)[C@H]3C[C@H]3COCc4ccc(cc4F)S(=O)(=O)C,3622175,13000
C[C@@H](Oc1nc(cc2ncsc12)c3cnn(c3)C(F)F)[C@H]4CNC(=O)O4,3622203,>30000
Cc1nnc2CCc3cc(ccc3n12)c4cncc(c4)[C@@](C)(O)C(F)(F)F,3622446,>30000
Cc1nn(cc1CN2CC(O)C2)c3ccnc(Nc4ccc5c(c4)c(Cl)c(C)n5C)n3,3622956,24200
Cc1nn(cc1CN2CC(O)C2)c3ccnc(Nc4ccc5c(c4)c(C)c(C)n5C)n3,3622958,12500
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCOCC4,3623278,17000
COc1cc2nc([nH]c2cc1Cl)[C@@H](CNC(=O)c3c(Cl)cc(cc3Cl)n4cnc(C)n4)c5cccc(F)c5,3627894,10930
Cc1ncn(n1)c2cc(Cl)c(C(=O)NC[C@@H](c3cccc(F)c3)c4nc5ccc(Cl)cc5[nH]4)c(Cl)c2,3627895,5351
Cc1cc(Cl)cc2[nH]c(nc12)[C@@H](CNC(=O)c3c(Cl)cc(cc3Cl)n4cnc(C)n4)c5cccc(F)c5,3627896,3051
Cc1ncn(n1)c2cc(Cl)c(C(=O)NC[C@@H](c3cccc(F)c3)c4ccc5[nH]c(C)nc5c4)c(Cl)c2,3627897,19900
Cc1ccc(F)c2N=C(NC(=O)c12)[C@@H](CNC(=O)c3c(Cl)cc(cc3Cl)n4cnc(C)n4)c5cccc(F)c5,3627899,>60000
N\C\1=N/C(=O)[C@@H]2CCCN2c3ccc(OC\C=C\CNCC(=O)Nc4c(Cl)cc(CN1)cc4Cl)cc3,3628124,>13000
N\C\1=N/C(=O)[C@@H]2CCCN2c3ccc(OC\C=C\CCNCC(=O)Nc4c(Cl)cc(CN1)cc4Cl)cc3,3628125,>13000
N\C\1=N/C(=O)[C@@H]2CCCN2c3ccc(OCCCCCNCC(=O)Nc4c(Cl)cc(CN1)cc4Cl)cc3,3628126,>13000
N\C\1=N/C(=O)[C@@H]2CCCN2c3ccc(OC\C=C\CCCNCC(=O)Nc4c(Cl)cc(CN1)cc4Cl)cc3,3628127,>13000
N\C\1=N/C(=O)[C@@H]2CCCN2c3ccc(OCCCCCCNCC(=O)Nc4c(Cl)cc(CN1)cc4Cl)cc3,3628128,32000
CS(=O)(=O)c1ccc(cc1)c2cnc3ccc(cn23)c4cccc(c4)S(=O)(=O)C,3628216,4800
CS(=O)(=O)c1ccc(cc1)c2cnn3ccc(cc23)c4cccc(c4)S(=O)(=O)C,3628219,>33000
CS(=O)(=O)c1ccc(cc1)c2cnn3ccc(cc23)c4cccc(c4)S(=O)(=O)C5CC5,3628220,1400
CS(=O)(=O)c1ccc(cc1)c2cnn3ccc(nc23)c4cccc(c4)S(=O)(=O)C5CC5,3628223,500
COc1ccc(cc1)[C@H](C)NC(=O)COc2cc(c3c(nn(C)c3n2)c4ccccc4)C(F)(F)F,3634013,>30000
C[C@H](NC(=O)COc1cc(c2c(nn(C)c2n1)c3ccccc3)C(F)(F)F)c4c(C)n[nH]c4C,3634015,>30000
Clc1cccc(COc2cc3cncnc3cc2NC(=O)Nc4cccc5ccccc45)c1,3634101,>10000
Fc1ccc(C(=O)C2CCN(CCCOc3ccc(cc3)c4oc5ccccc5n4)CC2)c(F)c1,3634812,850
Fc1ccc2c(noc2c1)C3CCN(CCCOc4ccc(cc4)c5oc6ccccc6n5)CC3,3634813,3760
Fc1ccc2c(noc2c1)C3CCN(CCCOc4ccc(Cc5oc6ccccc6n5)cc4)CC3,3634821,5980
Fc1ccc2c(noc2c1)C3CCN(CCCOc4ccc(CCc5oc6ccccc6n5)cc4)CC3,3634824,630
CC(c1ccc(OCCCN2CCC(CC2)c3noc4cc(F)ccc34)cc1)c5oc6ccccc6n5,3634825,1010
Cc1cn2cc(ccc2n1)c3ccc4OC5(CCC5)C6(COC6)C7(COC(=N7)N)c4c3,3640021,>10000
COc1nc(nc(C)c1F)N2C[C@H]3C(=O)N(C)C(=N)N[C@]3(C2)c4ccc(F)cc4F,3640290,1900
NC(=O)c1cn(nc1Nc2ccc(Cl)cc2)[C@H]3CC[C@H](O)C[C@@H]3C#N,3647849,26000
COc1cccc(c1)c2ccc3OC(C)(C)C4(COC4)C5(COC(=N5)N)c3c2,3650774,>1001
CC1(C)Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cc(Cl)cnc5F,3650786,>1001
NC1=NC2(CO1)c3cc(Br)ccc3OCC24CC(F)(F)C4,3650819,>10000
NC1=NC2(CO1)c3cc(NC(=O)c4ncc(Br)cn4)ccc3OCC25CC5,3650820,>10000
CC1(C)Oc2ccc(NC(=O)c3ncc(Br)cn3)cc2C4(COC(=N4)N)C15COC5,3650821,>10000
Cc1cc(cnc1C(=O)Nc2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2)C#N,3650822,>10000
NC1=NC2(CO1)c3cc(NC(=O)c4ncc(cc4Cl)C#N)ccc3OCC25CC5,3650823,>10000
COc1cnc(cn1)C(=O)Nc2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2,3650824,>10000
Cc1cc(Cl)cnc1C(=O)Nc2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2,3650825,4910
Cc1cc(Cl)cnc1C(=O)Nc2ccc3OC(C)(C)C4(COC4)C5(COC(=N5)N)c3c2,3650826,>10000
NC1=NC2(CO1)c3cc(NC(=O)c4ccc(cn4)C#N)ccc3OCC25CC5,3650827,3650
CC1(C)Oc2ccc(NC(=O)c3ccc(cn3)C#N)cc2C4(COC(=N4)N)C15COC5,3650828,>10000
NC1=NC2(c3cc(ccc3OCC24CC4)c5cncnc5)C(F)(F)CS1,3650829,>1001
NC1=NC2(c3cccc(F)c13)c4cc(ccc4OCC25CC5)c6cncnc6,3650830,4250
NC1=NC2(CO1)c3cc(ccc3OC(Cc4ccccc4)C25COC5)c6cncnc6,3650831,7730
NC1=NC2(CO1)c3cc(ccc3OC(CC4CC4)C25COC5)c6cncnc6,3650833,>10000
CC#Cc1cncc(c1)c2ccc3OC(CC4CC4)C5(COC5)C6(COC(=N6)N)c3c2,3650834,5220
NC1=NC2(c3cc(ccc3OCC24CC4)c5cncnc5)C(F)(F)CO1,3650835,>10000
NC1=NC2(CO1)c3cc(ccc3OCC24CC(F)(F)C4)c5cncnc5,3650836,>10000
NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cccnc6,3650837,>10000
NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cncc7ccccc67,3650838,3700
NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cccnc6C(F)(F)F,3650840,>10000
Cn1cc2cc(ccc2n1)c3ccc4OCC5(CC5)C6(COC(=N6)N)c4c3,3650841,>10000
NC1=NC2(COC1)c3cc(ccc3OCC24CC4)c5cncnc5,3650843,>10000
CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]4(COC(=N4)N)C15COC5,3650845,20670
CC1(C)Oc2ccc(NC(=O)c3ccc(Br)cn3)cc2[C@@]4(COC(=N4)N)C15COC5,3650846,>10000
COc1cnc(cn1)C(=O)Nc2ccc3OC(C)(C)C4(COC4)[C@]5(COC(=N5)N)c3c2,3650847,>10000
CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]4(COC(=N4)N)C15CC5,3650848,3250
CC1(C)Oc2ccc(NC(=O)c3ccc(F)cn3)cc2[C@@]4(COC(=N4)N)C15CC5,3650849,>10000
COc1cnc(cn1)C(=O)Nc2ccc3OC(C)(C)C4(CC4)[C@]5(COC(=N5)N)c3c2,3650850,20770
CC1(C)Oc2ccc(NC(=O)c3cnc(cn3)C(F)F)cc2[C@@]4(COC(=N4)N)C15CC5,3650851,15100
COc1cnc(cn1)C(=O)Nc2ccc3OC(C)(C)C4(COC4)C5(COC(=N5)N)c3c2,3650852,>10000
CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@]4(COC(=N4)N)C15COC5,3650853,>10000
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3ccc(F)c(n3)c4c(F)cccc4F,3651966,12000
C[C@H]1Cn2c(nnc2c3cnccn3)C(=O)N1Cc4cccc(c4Cl)C(F)(F)F,3663242,>10000
C[C@H](N1CC[C@@](CC(C)(C)O)(OC1=O)c2ccccc2)c3ccc(cc3)C4=CC(=O)N(C)C=C4,3664717,>100000
COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CC6(CCCO6)C5)cc4,3670638,13000
O=C(N1CC(C1)Oc2ccc(CN3CC4(CCOC4)C3)cc2)c5oc(nn5)c6ccccc6,3670640,16000
COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CCCC56COC6)cc4,3670644,12000
C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4cccnc4)C(=O)N)C1(C)C,3671804,>80000
Cc1ccncc1c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(cnn3c2)C(=O)N,3671805,18000
NC1=N[C@]2(CO[C@@H](CF)C[C@H]2CS1)c3cc(CNCC(F)(F)F)c(F)cc3F,3673194,4300
CCc1nc2c(C)cc(C)nc2n1Cc3ccc(\C=C\CN4CCN(CC4)C(C)C)cc3,3675746,1000
Cc1nc2cc(ccc2[nH]1)n3ncc(C(=O)c4cc5ccc(Br)cc5[nH]4)c3N,3676329,>10000
Cc1nc2cc(ccc2[nH]1)n3ncc(C(=O)c4cc5ccc(cc5[nH]4)c6ccccc6)c3N,3681244,>10000
Cc1nc2cc(ccc2[nH]1)n3ncc(C(=O)c4cc5ccc(CN6CCOCC6)cc5[nH]4)c3N,3681278,>10000
Cc1nc2cc(ccc2[nH]1)n3ncc(C(=O)c4cc5ccc(CN6CCC(F)(F)CC6)cc5[nH]4)c3N,3681314,8600
Cc1nc2cc(ccc2[nH]1)n3ncc(C(=O)c4cc5ccc(cc5[nH]4)S(=O)(=O)C)c3N,3681317,>10000
Fc1ccc(NS(=O)(=O)c2ccc(Oc3ccc(C#N)c(Cl)c3)c(c2)C#N)nc1,3683287,67000
NC(=O)c1nn(CC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)Nc4cccc(Br)n4)c5ccccc15,3683753,>30000
COc1cc(ccc1c2ncnc3cc(ccc23)S(=O)(=O)Nc4nccs4)C(F)(F)F,3687538,>30000
CN1C(=O)CN2C(=O)c3c(N=C12)nc(N4CCC[C@@H](N)C4)n3Cc5cc(F)ccc5C#N,3687984,40000
OCc1ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3ccc(F)cn3)cc1Cl,3688197,>100000
Cc1c(CCN2CCN(CC2)C(=O)Cc3ccc(nc3)n4cnnn4)ccc5C(=O)OCc15,3692706,17000
Clc1ccc(Cn2c(\C=C\C3CCN(CC4CCCCC4)C3)nc5cc(Br)ccc25)cc1,3696117,1100
CN1CCCC1\C=C\c2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4,3696118,980
Cc1cc2nc(\C=C\C3CCNC3)n(Cc4ccc(Cl)cc4)c2cc1C,3696119,1600
Cc1cc2nc(CC3CCNCC3)n(Cc4ccc(Cl)cc4)c2cc1C,3696120,1100
Cc1cc2nc(CC3CC4CCC(C3)N4)n(Cc5ccc(Cl)cc5)c2cc1C,3696121,4300
CC1CC(Cc2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4)CCN1,3699563,580
CC(Cc1ccncc1)c2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4,3699564,8800
Cc1cc2nc(CC3CCCNC3)n(Cc4ccc(Cl)cc4)c2cc1C,3699565,490
Cc1cc2nc(CC3CCCCC3)n(Cc4ccc(Cl)cc4)c2cc1C,3699566,>10000
CN1CCCC1CCc2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4,3699567,260
Cc1cc2nc(\C=C\c3cccs3)n(Cc4ccc(Cl)cc4)c2cc1C,3699568,>10000
C[C@H]1CCCN1Cc2nc3cc(C)ccc3n2Cc4ccc(Cl)cc4,3699569,1000
C\C(=C/c1cccnc1)\c2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4,3699570,>10000
Cc1cc2nc(COC3CCCC3)n(Cc4ccc(Cl)cc4)c2cc1C,3699571,>10000
Clc1ccc(Cn2c(nc3cc(Cl)c(Cl)cc23)C4=CNC(=O)C=C4)cc1Cl,3699572,5000
Cc1cc2nc(\C=C\c3ccccc3)n(Cc4ccc(Cl)cc4)c2cc1C,3699573,4000
Clc1ccc(Cn2c(CN3CCCC3=O)nc4ccccc24)cc1,3699574,7000
CS(=O)(=O)c1ccc2c(c1)nc(n2Cc3ccccc3)C(F)(F)F,3699575,>30000
Cc1cc2nc(CC3CCCC3)n(Cc4ccc(Cl)cc4)c2cc1C,3699576,1300
OC[C@@H]1CCCN1Cc2nc3ccccc3n2Cc4ccc(Cl)cc4,3699577,1000
Cc1cc2nc(\C=C\c3occc3)n(Cc4ccc(Cl)cc4)c2cc1C,3699578,>10000
COc1ccc2nc(CN3CCC[C@H]3CO)n(Cc4ccc(Cl)cc4)c2c1,3699579,5000
Cc1ccc2nc(CN3CCCC3)n(Cc4ccc(Cl)cc4)c2c1,3699580,650
NC(=O)c1cn(nc1Nc2ccc(cc2)[C@H](O)C(F)(F)F)[C@H]3CC[C@@H](C[C@@H]3C#N)N4CCC4,3703025,32000
CN(C)[C@H]1CC[C@@H]([C@H](C1)C#N)n2cc(C(=O)N)c(Nc3ccc(Cl)cc3)n2,3703085,3000
COCc1cnn(c1)c2ccc3OC4(CCC4)C5(COC5)C6(COC(=N6)N)c3c2,3703208,>10000
NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cncnc6,3703209,>10000
CC1(C)Oc2ccc(Br)cc2C3(COC(=N3)N)C14COC4,3703210,>10000
CCC1Oc2ccc(Br)cc2C3(COC(=N3)N)C14COC4,3703214,>10000
NC1=NC2(CO1)c3cc(Br)ccc3OC4(CCCC4)C25COC5,3703215,>10000
NC1=NC2(CO1)c3cc(Br)ccc3OC(Cc4ccccc4)C25COC5,3703220,7930
NC1=NC2(CO1)c3cc(Br)ccc3OC(CC4CC4)C25COC5,3703221,>10000
NC1=NC2(CO1)c3cc(Br)ccc3OCC24CC4,3703222,>10000
CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2C4(COC(=N4)N)C15COC5,3703232,>10000
CC1(C)Oc2ccc(NC(=O)c3ccc(F)cn3)cc2C4(COC(=N4)N)C15COC5,3703233,>10000
NC1=NC2(CO1)c3cc(NC(=O)c4ncc(Cl)cc4F)ccc3OCC25CC5,3703234,>10000
CC1(C)Oc2ccc(NC(=O)c3ncc(Cl)cc3F)cc2C4(COC(=N4)N)C15COC5,3703235,>10000
NC1=NC2(CO1)c3cc(NC(=O)c4ccc(F)cn4)ccc3OCC25CC5,3703236,>10000
NC1=NC2(CO1)c3cc(NC(=O)c4ccc(Cl)cn4)ccc3OCC25CC5,3703237,2170
NC1=NC2(CO1)c3cc(ccc3OCC24COC4)c5cc(Cl)cnc5F,3703239,>10000
CC1(C)Oc2ccc(Br)cc2C3(CSC(=N3)N)C14COC4,3703246,>10000
NC1=NC2(CO1)c3cc(Nc4ncccc4Cl)ccc3OCC25COC5,3703247,>10000
COc1cccnc1Nc2ccc3OC4(CCC4)C5(COC5)C6(COC(=N6)N)c3c2,3703249,>10000
CC(C)Cc1ccc2OC3(CCC3)C4(COC4)C5(COC(=N5)N)c2c1,3703250,>10000
CC1(C)Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cncnc5,3703253,>10000
CC#Cc1cncc(c1)c2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2,3703254,1980
CC#Cc1cncc(c1)c2ccc3OCC4(COC4)C5(COC(=N5)N)c3c2,3703255,9400
CC1(C)Oc2ccc(cc2C3(CSC(=N3)N)C14COC4)c5cncnc5,3703256,>10000
CC#Cc1ccnc(c1)c2ccc3OCC4(COC4)C5(COC(=N5)N)c3c2,3703257,>10000
NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncc(c5)C6CC6,3703258,3480
NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncc(OCC(F)(F)F)c5,3703259,5810
NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncc(OCC(F)F)c5,3703260,6900
NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncc(OC(F)F)c5,3703261,2780
NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cnc6[nH]ccc6c5,3703262,9220
NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cnc6[nH]cc(Cl)c6c5,3703263,4430
CCc1cncc(c1)c2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2,3703264,4480
NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncc(OCC(F)(F)C(F)F)c5,3703265,1670
COc1ccnc(c1)c2ccc3OC(C)(C)C4(COC4)C5(COC(=N5)N)c3c2,3703266,9770
Cc1cn2ccc(cc2n1)c3ccc4OC5(CCC5)C6(COC6)C7(COC(=N7)N)c4c3,3703267,>10000
CC#Cc1cncc(c1)c2ccc3OCC4(COC4)C5(CSC(=N5)N)c3c2,3703268,6050
NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cncc(F)c6,3703269,>10000
NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cccnc6F,3703270,>10000
COc1cncc(c1)c2ccc3OC4(CCC4)C5(COC5)C6(COC(=N6)N)c3c2,3703271,8220
Cc1cncc(c1)c2ccc3OC4(CCC4)C5(COC5)C6(COC(=N6)N)c3c2,3703274,>10000
Cc1cnnc(c1)c2ccc3OC4(CCC4)C5(COC5)C6(COC(=N6)N)c3c2,3703275,>10000
C[C@H]1Oc2ccc(cc2[C@@]3(COC(=N3)N)C14COC4)c5cccnc5F,3703276,>10000
C[C@H]1Oc2ccc(cc2[C@@]3(COC(=N3)N)C14COC4)c5cncnc5,3703277,>10000
C[C@@H]1Oc2ccc(cc2[C@@]3(COC(=N3)N)C14COC4)c5cccnc5F,3703278,>10000
C[C@@H]1Oc2ccc(cc2[C@@]3(COC(=N3)N)C14COC4)c5cncnc5,3703279,>10000
COc1cncc(c1)c2ccc3O[C@H](C)C4(COC4)[C@]5(COC(=N5)N)c3c2,3703280,>10000
CC1(C)Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cccnc5F,3703281,>10000
COc1cncc(c1)c2ccc3OC(C)(C)C4(COC4)C5(COC(=N5)N)c3c2,3703282,>10000
CCC1Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cncnc5,3703283,>10000
NC1=NC2(CO1)c3cc(ccc3OC4(CCCC4)C25COC5)c6cncnc6,3703284,>10000
CCC1Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cncc(c5)C#CC,3703285,7940
NC1=NC2(CO1)c3cc(ccc3OC(C4CC4)C25COC5)c6cncnc6,3703286,>10000
CC(C)CC1Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cncnc5,3703287,>10000
CCCC1Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cncnc5,3703288,>10000
CCCC1Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cncc(c5)C#CC,3703289,5340
NC1=NC2(CO1)c3cc(ccc3OC(CCC(F)(F)F)C24CCC4)c5cncnc5,3703290,>10000
CC#Cc1cncc(c1)c2ccc3OC(CCC(F)(F)F)C4(COC4)C5(COC(=N5)N)c3c2,3703291,>1001
NC1=NC2(CO1)c3cc(ccc3OCC24CCCO4)c5cncnc5,3703292,>10000
NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cncc(c6)C(F)(F)F,3703293,>10000
NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncnc5,3703294,>10000
NC1=NC2(CO1)c3cc(ccc3OCC24CCC4)c5cncnc5,3703295,5280
NC1=NC2(CO1)c3cc(c(F)cc3OCC24CC4)c5cncnc5,3703296,>10000
NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cccnc5F,3703297,>10000
NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cc(Cl)cnc5F,3703298,3250
COc1cncc(c1)c2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2,3703299,7900
CCOc1cncc(c1)c2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2,3703300,5750
NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncc(Cl)c5,3703301,2910
CC#Cc1cncc(c1)c2ccc3OC4(CCC4)C5(COC5)C6(COC(=N6)N)c3c2,3703302,>1001
CC#Cc1cncc(c1)c2ccc3OC(C)(C)C4(COC4)C5(COC(=N5)N)c3c2,3703303,>1001
CC#Cc1cncc(c1)c2cc3c(OCC4(CC4)C35COC(=N5)N)cc2F,3703304,4320
NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cccnc6C#N,3703307,>10000
Cc1cnc(F)c(c1)c2ccc3OC4(CCC4)C5(COC5)C6(COC(=N6)N)c3c2,3703308,>10000
Cc1ncncc1c2ccc3OC4(CCC4)C5(COC5)C6(COC(=N6)N)c3c2,3703309,>10000
NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cncc(c6)C(F)F,3703310,>10000
COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4C1C(C)C,3706574,1445.44
FC(F)(F)Oc1ccc(cc1)c2ccc3OCCN(Cc4ncccn4)C(=O)c3c2,3707392,5700
Fc1ccc(cc1)n2ncc3C[C@@]4(CN(CCC4=Cc23)S(=O)(=O)c5ccc(cc5)C(F)(F)F)C(=O)c6ccccn6,3734774,5000
Cc1noc(n1)[C@H]2C[C@@H]2C(=O)NCc3ccc(c4CCN(Cc34)C(=O)NC(C)(C)C)c5cccc(OC(F)(F)F)c5,3734797,2340
Fc1ccc(cc1)n2ncc3C[C@@]4(CN(CCC4=Cc23)S(=O)(=O)c5ccc(Cl)c(Cl)c5)C(=O)c6ccccn6,3735203,>10000
CCS(=O)(=O)n1cc2CN(Cc2n1)[C@H]3CO[C@@H]([C@@H](N)C3)c4cc(F)ccc4F,3735281,>60000
N[C@H]1C[C@H](CO[C@@H]1c2cc(F)ccc2F)N3Cc4cn(nc4C3)S(=O)(=O)C5CC5,3735329,21000
Fc1ccc(cc1)n2ncc3C[C@@]4(CN(CCC4=Cc23)S(=O)(=O)c5ccc(F)cc5)C(=O)c6ccccn6,3735376,980
CC1(C)c2cc(ccc2C(=O)c3c1[nH]c4cc(ccc34)C#N)C5CCN(CC6CCOCC6)CC5,3735648,2650
COc1cccc(c1)S(=O)(=O)N2CCC3=Cc4c(C[C@@]3(C2)C(=O)c5ccccn5)cnn4c6ccc(F)cc6,3735710,>19000
CC1(C)c2cc(ccc2C(=O)c3c1[nH]c4cc(ccc34)C#N)C5CCN(CC6(O)CCOCC6)CC5,3736267,>12250
CC(C)(C)n1nnc2CC(CCc12)n3cnc(n3)c4ccc(F)cc4,3736345,6309.57
Fc1ccc(cc1)n2ncc3C[C@@]4(CN(CCC4=Cc23)S(=O)(=O)c5cccc(c5)C(F)(F)F)C(=O)c6ccccn6,3736358,>20000
Cc1cc(COc2ccc(F)c(F)c2F)nc(n1)c3ccccn3,3739712,>31622.78
COc1cc(cnc1OC)N2C(=O)N(Cc3c(F)cc(F)cc3F)c4ncccc4S2(=O)=O,3740099,>10000
Fc1ccc2c(noc2c1)C3CCN(CC4CCN(CC4)S(=O)(=O)c5ccc(cc5)C(F)(F)F)CC3,3740256,1390.1
CC1(CN(C1)c2cc(COc3ccc(F)c(F)c3F)nc(n2)c4ccccn4)C#N,3740291,10000
COCCCN1C[C@@H]2[C@@H](CNC(=O)c3nc(C(C)C)n4ccccc34)[C@@H]2C1,3740472,5100
FC(F)(F)c1cc(ccc1Cl)C(=O)N2CCN(CC2)C3=CC(=O)NC(=O)N3Cc4ccc(OS(=O)(=O)c5cccc6cnccc56)cc4,3741159,47800
[O-][N+](=O)c1ccc(cc1)S(=O)(=O)N2CCC(CN3CCC(CC3)c4noc5cc(F)ccc45)CC2,3741292,3810.2
OC(=O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,3741589,77000
Fc1ccc(OCc2cc(OCC3(F)COC3)nc(n2)c4ccccn4)c(F)c1F,3741735,6309.57
CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(F)cc3Br)c4nccs4,3742114,860
CC(C)(C)c1onc(NC(=O)n2ccc3cc(Oc4ncnc5CNCc45)ccc23)c1,3745816,23500
Cn1nnc(n1)[C@H]2[C@@H]3CN(C[C@H]23)C(=O)c4ccc(C[C@@H]5CC[C@@H](N5)[C@H](O)c6ccccc6)cc4,3745890,17000
Nc1nc(CNC(=O)c2ccc(C[C@@H]3CC[C@@H](N3)[C@H](O)c4ccccc4)cc2)cs1,3746068,>30000
O=C(Nc1cc(on1)C2CC2)n3ccc4cc(Oc5ncnc6CNCc56)ccc34,3746122,>30000
CNCc1cc(Oc2ccc3c(ccn3C(=O)Nc4ccc(F)c(c4)C(F)(F)F)c2)ncn1,3746204,5800
CC(C)(C)c1onc(NC(=O)n2ccc3cc(Oc4ncnc5CNCCc45)ccc23)c1,3746226,7000
CC1(C)CC2(CCN(CC2)C(=O)c3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5ccccc5)cc3)C(=O)O1,3746280,31000
Fc1ccc(nc1)N2CCn3nc(COc4ccccc4)cc3C2=O,3746457,>10000
CC1(CC1)c2cc(NC(=O)n3ccc4cc(Oc5ncnc6CNCCc56)ccc34)n[nH]2,3746562,>30000
C[C@H]1Cc2c(CN1)ncnc2Oc3ccc4c(ccn4C(=O)Nc5cc([nH]n5)C6(C)CC6)c3,3746776,27400
CCOC(=O)[C@@H]1[C@@H]2CN(C[C@H]12)C(=O)c3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5ccccc5)cc3,3746885,12000
FC(F)(F)c1cccc(NC(=O)n2ccc3cc(Oc4ncnc5CNCCc45)ccc23)c1,3747226,8900
O[C@@H]([C@H]1CC[C@@H](Cc2ccc(cc2)C(=O)N3CCC4(CCOC4=O)CC3)N1)c5ccccc5,3747244,46000
C[C@H]1Cc2c(CN1)ncnc2Oc3ccc4c(ccn4C(=O)Nc5cccc(c5)C(F)(F)F)c3,3747266,10700
O[C@@H]([C@H]1CC[C@@H](Cc2ccc(cc2)C(=O)N3C[C@@H]4[C@H](C3)[C@H]4c5ocnn5)N1)c6ccccc6,3747356,55000
CCc1oc(nn1)[C@H]2[C@@H]3CN(C[C@H]23)C(=O)c4ccc(C[C@@H]5CC[C@@H](N5)[C@H](O)c6ccccc6)cc4,3747455,36000
FC(F)(F)c1cccc(NC(=O)n2ccc3cc(Oc4ncnc5CNCc45)ccc23)c1,3747481,15600
CCOC(=O)C1CCN(CC1)C(=O)c2ccc(C[C@@H]3CC[C@@H](N3)[C@H](O)c4ccccc4)cc2,3747487,8300
CCOC(=O)[C@H]1[C@@H]2CN(C[C@H]12)C(=O)c3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5ccccc5)cc3,3747546,7000
